GRAPH,STARTING_NODE,ENDING_NODE,NODE_DISTANCE,CUM_INTENSITY
bp_plc,tesla_inc,international_air_transport_association,3,0.001055615368
bp_plc,house_srl,the_associated_press,3,0.001028388347
bp_plc,tesla_inc,goldman_sachs_group_inc,3,0.001026128905
bp_plc,tesla_inc,uber_technologies_inc,3,0.001026128905
bp_plc,tesla_inc,jp_morgan_chase_and_co,3,0.001026128905
bp_plc,house_srl,house_of_representatives,3,0.001024219205
bp_plc,boeing_company,airbus,3,0.001021953911
bp_plc,tesla_inc,bloomberg_inc,3,0.001015065828
bp_plc,house_srl,united_states_congress,3,0.001010744038
bp_plc,pfizer_luxco_holdings_sarl,modernatx_inc,3,0.001007750821
bp_plc,tesla_inc,united_states_air_force,3,0.001005398537
bp_plc,house_srl,federal_bureau_of_investigation,3,0.000986696928
bp_plc,tesla_inc,federal_aviation_administration,3,0.000983668398
bp_plc,tesla_inc,ford_motor_company,3,0.000983216608
bp_plc,tesla_inc,airbus_group_se,3,0.000981602119
bp_plc,fiat_chrysler_automobiles_nv,general_motors_limited,3,0.000979391200
bp_plc,tesla_inc,bmw,3,0.000976001918
bp_plc,house_srl,abc_news,3,0.000974189502
bp_plc,pfizer_luxco_holdings_sarl,modernatx_inc,3,0.000970424650
bp_plc,tesla_inc,bmw_ag_st,3,0.000943566809
royal_dutch_shell,shell,airbus,2,0.031453041937
royal_dutch_shell,shell,airbus_group_se,2,0.031453041937
royal_dutch_shell,shell,united_states_air_force,2,0.029090372120
royal_dutch_shell,design_works,icu,2,0.025970211204
royal_dutch_shell,shell,federal_aviation_administration,2,0.024709588600
royal_dutch_shell,design_works,food_and_drug_administration,2,0.023320189652
royal_dutch_shell,shell,united_states_department_of_transportation,2,0.022839141465
royal_dutch_shell,design_works,united_states_environmental_protection_agency,2,0.021641842758
royal_dutch_shell,tesla_inc,boeing_company,2,0.021565747659
royal_dutch_shell,linkedin_corp,hubspot_inc,3,0.021142361665
royal_dutch_shell,design_works,united_nations,2,0.020846836293
royal_dutch_shell,shell,international_air_transport_association,2,0.020525694034
royal_dutch_shell,design_works,viking_line_abp,2,0.018550150860
royal_dutch_shell,design_works,broadcom_ltd,2,0.016960137929
royal_dutch_shell,design_works,aegon_nv,2,0.016032630386
royal_dutch_shell,british_airways_plc,boeing_company,2,0.015979949235
royal_dutch_shell,linkedin_corp,wells_fargo_and_company,3,0.014074240756
royal_dutch_shell,boeing_company,federal_aviation_administration,3,0.008691489851
royal_dutch_shell,linkedin_corp,pbf_holding_co_llc,3,0.007812133636
royal_dutch_shell,linkedin_corp,national_australia_bank_ltd,3,0.005890100757
royal_dutch_shell,linkedin_corp,urban_redevelopment_authority,3,0.005642096515
royal_dutch_shell,linkedin_corp,pbf_energy_co_llc,3,0.005518094394
